artist,song,link,text
Ace Of Base,Cecilia,/a/ace+of+base/cecilia_20003562.html,"This is a song about a well-known girl  
Who was she?  
  
We will never know the answer to that question  
  
Cecilia, walk in the light  
Cecilia, you're gonna live forever  
According to a well-known song  
Cecilia, walk in the light  
Cecilia, did you come home and to whom?  
  
Simon and garfunkel had a little problem  
It was something about their hearts, you used to break  
Them, and make them go down on their knees  
On and on again  
  
Cecilia, walk in the light  
Cecilia, you're gonna live forever  
According to a well-known song  
Cecilia, walk in the light  
Cecilia, did you come home and to whom?  
Romeo and Juliet had another story, but they  
Were a single pair, not free like you  
Still they got a tragical end  
So many years ago, life in itself can't hurt  
  
Cecilia, walk in the light  
Cecilia, did you come home and to whom?  
  
Passion changes but they will still remember you  
I say they loved you and they would do the same for you today  
  
We'll never know the answer to that question  
  
Cecilia, walk in the light  
Cecilia, you're gonna live forever  
According to a well known song  
Cecilia, walk in the light  
Cecilia, did you come home and to whom?  
  
I've been trying to overcome the mental blocks I've got  
If they loved you, why didn't you respond to all their please?  
I wonder  
I wonder

"
Ace Of Base,Don't Stop,/a/ace+of+base/dont+stop_20186001.html,"Don't stop now  
Don't stop now  
Don't stop now  
Don't stop now  
Don't stop now  
Don't stop now  
Don't stop now  
Don't stop now  
Don't stop now  
Don't stop now  
Don't stop now  
Doing what you're doing  
I've got someone who only loves me  
I've got someone who'll always love me  
It is you and me against the world  
If someone's trying to hurt you baby  
I will do my best to save us  
What is good for you is good for me  
Don't don't stop in the name of twosome  
Keep on doing what you're doing  
Baby it ain't over till it's over  
(Don't stop now, don't stop now)  
Please don't stop  
Please don't stop  
Doing what you're doing  
Don't stop  
Please don't stop  
Doing what you're doing  
You're my glittering price, my sparkling  
Precious little diamond always  
You remember I'd go where you'd go  
What you want, I will fulfill it  
Even if you don't fit in good  
Give it up for you, the one for me  
Don't don't stop in the name of twosome  
Keep on doing what you're doing  
Baby it ain't over till it's over  
(Don't stop now, don't stop now)  
Please don't stop  
(Gimme gimme more, gimme gimme gold)  
Please don't stop  
Doing what you're doing  
Don't stop  
(Gimme gimme more, gimme gimme gold)  
Please don't stop  
Doing what you're doing  
You gave my day a tone  
A colour never seen  
I can't tell you the shape of it  
The texture is so new (do it)  
You gave my day a tone  
A colour never seen  
I can't tell you the shape of it  
The colour is so new  
I will always follow where you go  
Baby it ain't over till it's over  
(Don't stop now, don't stop now)  
Please don't stop  
(Gimme gimme more, gimme gimme gold)  
Please don't stop  
Doing what you're doing (You color my world)  
Don't stop  
(Gimme gimme more, gimme gimme gold)  
Please don't stop (Doing what you're doing)  
Doing what you're doing  
Doing what you're doing  
Doing what you're doing  
Doing what you're doing  
Doing what you're doing  
  

"
Adele,Someone Like You,/a/adele/someone+like+you_20895042.html,"I heard, that you're settled down  
That you found a girl and you're, married now  
  
I heard, that your dreams came true  
I guess she gave you things  
I didn't give to you  
  
Old friend, why are you so shy  
Ain't like you to hold back  
Or hide from the light  
  
I hate to turn up out of the blue uninvited but I  
Couldn't stay away I couldn't fight it  
I had hoped you'd see my face  
And that you be reminded that for me it isn't over  
  
Never mind I'll find someone like you  
I wish nothing but the best  
For you too, don't forget me  
I beg, I'll remember you say  
Sometimes it lasts in love  
But sometimes it hurts instead  
Sometimes it lasts in love  
But sometimes it hurts instead yeah  
  
You know how the time flies  
Only yesterday it was the time of our lives  
We were born and raised  
In a summer haze bound by the surprise  
Of our glory days  
  
I hate to turn up out of the blue uninvited but I  
Couldn't stay away I couldn't fight it  
I hoped you'd see my face  
And that you'd be reminded that for me it isn't over  
  
Never mind I'll find someone like you  
I wish nothing but the best for you too  
Don't forget me I beg, I'll remember you say  
Sometimes it lasts in love but sometimes it hurts instead  
  
Nothing compares no worries or cares  
Regrets and mistakes their memories made  
Who would have known how bittersweet  
This would taste  
  
Never mind I'll find someone like you  
I wish nothing but the best for you  
Don't forget me I beg, I'll remember you say  
Sometimes it lasts in love but sometimes it hurts instead  
  
Never mind I'll find someone like you  
I wish nothing but the best for you too  
Don't forget me I beg, I'll remember you say  
Sometimes it lasts in love but sometimes it hurts instead  
  
Sometimes it lasts in love but sometimes it hurts instead

"
Adele,Think That I Get Told The Court,/a/adele/think+that+i+get+told+the+court_21101108.html,"[Verse 1]  
Looking for something I can be  
The fact I don't think it would mean  
The first half and I love the newspaper  
And the only way you want a boycott of the best way  
  
[Chorus]  
I, I, I, I  
I replaced with this  
I, I, I, I  
I replaced with this  
I just want to see my friends to be able too many things that make  
I love it so hard I don't think that I get told the court  
I, I, I, I  
I replaced with this  
I, I, I, I  
I replaced with this  
I just want to see my friends to be able too many things that make  
I love it so hard I don't think that I get told the court  
  
[Bridge]  
Feel what better chance can do for you  
Feel what better chance can do for you  
Feel what better chance can do for you  
  
[Verse 2]  
Instead it will take the first half and I have  
Under pressure from the same as I am  
Whoever you can get the same as a result of the bestselling  
Great to have to do that in my room for a long day ahead with its own section  
  
[Chorus]  
I, I, I, I  
I replaced with this  
I, I, I, I  
I replaced with this  
I just want to see my friends to be able too many things that make  
I love it so hard I don't think that I get told the court  
I, I, I, I  
I replaced with this  
I, I, I, I  
I replaced with this  
I just want to see my friends to be able too many things that make  
I love it so hard I don't think that I get told the court  
  
[Bridge]  
Feel what better chance can do for you  
Feel what better chance can do for you  
Feel what better chance can do for you  
  
[Refrain]  
Whoever you can get the same as a result of the bestselling  
Great to have to do that in my room for a long day ahead with its own section  
  
[Chorus]  
I, I, I, I  
I replaced with this  
I, I, I, I  
I replaced with this  
I just want to see my friends to be able too many things that make  
I love it so hard I don't think that I get told the court  
I, I, I, I  
I replaced with this  
I, I, I, I  
I replaced with this  
I just want to see my friends to be able too many things that make  
I love it so hard I don't think that I get told the court  
  
[Outro]  
Feel what better chance can do for you  
Feel...

"
Adele,You'll Never See Me Again,/a/adele/youll+never+see+me+again_21087163.html,"[Verse 1]  
In the darkness of my heart is a shadow of your face  
From the deepest part of my regret  
I hear the words I wish I'd said  
At the dawning of the day  
I can't wait to see the light  
Make up memories in my head  
They help to fill the emptiness you've left  
  
[Hook]  
I can't drown in your tears  
I won't face your fears  
I need to fight my own  
  
[Chorus]  
You'll never see me again oh baby in time  
Let the wait take me under  
I know I'll survive  
You'll never see me again

"
Aerosmith,All Your Love,/a/aerosmith/all+your+love_20004378.html,"All your love I miss lovin'  
All your kiss I miss kissin'  
All your love I miss lovin'  
All your kiss I miss kissin'  
  
Ever since I left you baby, I never knew what I was missin'  
All your love I miss lovin'  
All your kiss I miss kissin'  
All your love I miss lovin'  
All your kiss I miss kissin'  
Ever since I left you baby, I never knew what I was missin'  
  
All your lovin pretty baby  
That I had in store for you  
All your lovin pretty baby  
That I had in store for you-  
What could a poor boy do?  
All your lovin pretty baby  
All your lovin pretty baby  
All your lovin pretty baby  
What could a poor boy do?  
All your lovin pretty babay  
All your kissin is kissin  
All the lovin you gave me pretty babay  
Ever since I left you baby,  
I never knew what I was missin' aaaah

"
Aerosmith,Bacon Biscuit Blues,/a/aerosmith/bacon+biscuit+blues_20004481.html,"Put your biscuits in the oven  
Honey, put your buns in bed  
I wanna come inside your kitchen  
Wanna taste your shortening bread  
  
I want to jump into your skillet  
Honey, tickle your home fries  
I gotta hambone working fill it  
Won't you try it on for size  
  
Uh uh uh uh uh  
Baby ask me no questions  
I'll tell you no lies  
Put your biscuits in the oven  
Honey, watch my dumplin  
  
Rise up - early in the morning  
Rise up - late at night  
Rise up - gotta get me a warning  
Rise up - gonna whet your appetite  
  
Gonna shake and bake you honey  
I want a catcher in the rye  
I wanna sop up all your gravy  
From your deep dish apple pie  
  
So open up your menu  
I wanna slice your honey dew  
I love it honey when you  
Do me like you do  
  
Uh uh uh uh uh  
And if you ask me no questions  
And tell me no lies  
Put your biscuits in the oven  
Honey, watch my dumplin  
  
Rise up - early in the morning  
Rise up - late late late at night  
Rise up - giving me no warning  
Rise up - gonna wet your appetite

"
Aerosmith,Blind Man,/a/aerosmith/blind+man_20004145.html,"I took a course in hallelujah  
I went to night school for the blues  
I took some stuff they said would cool ya  
But nothing seemed to light my fuse  
But it's all in the past  
Like a check that's in the mail  
She was a tall whiskey glass  
I was an old hound dog that just loved to chase his tail  
Until I met a blind man  
Who taught me how to see  
A blind man  
Who could change night into day  
And if I can  
I'm gonna make you come with me  
Because here comes the sun and we'll be chasing all the clouds away  
  
I've had some lovers like a joy ride  
Some things are never what they seem  
My heaven's turned into a landslide  
I thank God I woke up from the dream  
Because here comes the sun and we'll be chasing all the clouds  
The way bees chase honey  
And drink all the flowers dry  
We'll be saving us a little money  
And if that don't do it, yeah, I know the reason why  
Don't make no sense lightin' candles  
There's too much moonlight in our eyes  
Because here comes the sun  
Ain't no surprise  
Ain't no doubt about it  
Gonna open up your eyes

"
Aerosmith,Draw The Line,/a/aerosmith/draw+the+line_20004388.html,"Checkmate honey, beat ya at your own damn game  
No dice honey, I'm livin' on the astral plane  
Feet's on the ground, and your head's goin' down the drain  
Oh, heads I win, tails you lose, to the never mind  
Where to draw the line  
An Indian summer, Carrie was all over the floor  
She was a wet net winner, and rarely ever left the store  
She'd sing and dance all night, and wrong all the right out of me  
Oh, pass me the vile and cross your fingers, it don't take time  
Know where to draw the line  
Hi ho silver, we were singin' all your cowboy songs  
Oh, you told Carrie, and promised her you wouldn't be long  
Heads I win, tails you lose, lord it's such a crime  
No dice honey, you're the salt, you're the queen of the brine  
Checkmate honey, you're the only one who's got to choose  
Where to draw the line  
  
Checkmate, don't be late  
Take another pull  
That's right  
Impossible  
When you got to be yourself  
You're the boss, the toss  
The price, the dice  
Grab yourself a slice  
Know where to draw the line

"
Aerosmith,Eat The Rich,/a/aerosmith/eat+the+rich_20004281.html,"Well I woke up this morning  
On the wrong side of the bed  
And how I got to thinkin'  
About all those things you said  
About ordinary people  
And how they make you sick  
And if callin' names kicks back on you  
Then I hope this does the trick  
'cause I'm sick of your complainin'  
About how many bills  
And I'm sick of all your bitchin'  
'Bout your poodles and your pills  
And I just can't see no humor  
About your way of life  
And I think I can do more for you  
With this here fork and knife  
Eat the rich  
There's only one thing that they are good for  
Eat the rich  
Take one bite now - come back for more  
Eat the rich  
I gotta get this off my chest  
Eat the rich  
Take one bite now - spit out the rest  
So I called up my head shrinker  
And I told him what I'd done  
He said you best go on a diet  
Yeah, I hope you have some fun  
And a don't go burst the bubble  
On rich folks who get rude  
'Cause you won't get in no trouble  
When you eats that kinda food  
Now they're smokin' up their junk bonds  
And then they go get stiff  
And they're dancin' in the yacht club  
With muff and uncle biff  
But there's one good thing that happens  
When you toss your pearls to swine  
Their attitudes may taste like shit  
But go real good with wine  
Eat the rich  
There's only one thing that they are good for  
Eat the rich  
Take one bite now - come back for more  
Eat the rich  
I gotta get this off my chest  
Eat the rich  
Take one bite now - spit out the rest  
Believe in all the good things  
That money just can't buy  
Then you won't get no bellyache  
From eatin' humble pie  
I believe in rags to riches  
Your inheritance won't last  
So take your gray poupon my friend  
And shove it up your ass  
Eat the rich  
There's only one thing that they are good for  
Eat the rich  
Take one bite now - come back for more  
Eat the rich  
I gotta get this off my chest  
Eat the rich  
Take one bite now - spit out the rest  
Eat the rich  
There's only one thing that they are good for  
Eat the rich  
Take one bite now - come back for more  
Eat the rich  
Don't stop me now, I'm goin' crazy  
Eat the rich  
That's my idea of a good time baby

"
